Project Name,Package Name,Type Name,Code Smell
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,PlantHarvestModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,ProjectileHitModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,ProjectileLaunchModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,RepairFactorModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,ShearsModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,ToolActionModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook,TooltipModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,AttributesModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,ModifierRemovalHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,RawDataModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,ToolStatsModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,ValidateModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.build,VolatileDataModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,DamageBlockModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,DamageDealtModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,DamageTakenModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,MeleeDamageModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,MeleeHitModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.combat,ProtectionModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.interaction,BlockInteractionModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.interaction,EntityInteractionModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.interaction,GeneralInteractionModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.mining,BlockBreakModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.mining,BreakSpeedModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.mining,FinishHarvestModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hook.mining,RemoveBlockModifierHook,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IArmorInteractModifier,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IArmorLootModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IArmorWalkModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IElytraFlightModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IHarvestModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.hooks,IShearModifier,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,DurabilityShieldModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,IncrementalArmorLevelModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,IncrementalArmorLevelModifier,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,IncrementalModifier,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,NoLevels,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,OnClose,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,NoLevelsModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,ScaledArmorLevelModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,SingleLevelModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,TankModifier,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,TankModifier,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.impl,TotalArmorLevelModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,Modifier,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,Modifier,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,Modifier,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,Modifier,Hub-like Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierEntry,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierEntry,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierEntry,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,Serializer,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierManager,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierManager,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierManager,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierRegistrationEvent,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierRegistrationEvent,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierRegistrationCallback,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifiersLoadedEvent,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifiersLoadedCallback,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,EmptyModifier,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,TinkerHooks,Multifaceted Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,TinkerHooks,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,TinkerHooks,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,TinkerHooks,Hub-like Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,UpdateModifiersPacket,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers,ModifierFixture,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,EnchantmentModule,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,EnchantmentModule,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,EnchantmentModule,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Harvest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Harvest,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Harvest,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Constant,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Constant,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Constant,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Builder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.modules,Builder,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling.effects,ExtinguishSpillingEffect,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling.effects,ExtinguishSpillingEffect,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling.effects,TeleportSpillingEffect,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling.effects,TeleportSpillingEffect,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,ISpillingEffect,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,SpillingFluidManager,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,SpillingFluidManager,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,UpdateSpillingFluidsPacket,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.spilling,NoEffect,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,DynamicModifier,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,LazyModifier,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierAttribute,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierDeferredRegister,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierHookMap,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,Builder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierLevelDisplay,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierLevelDisplay,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModifierStatBoost,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,ModuleWithKey,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.modifiers.util,StaticModifier,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library,TinkerBookIDs,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,AlloyRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.alloying,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,AbstractCastingRecipe,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,DisplayCastingRecipe,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,ICastingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,ItemCastingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Basin,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Table,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,ItemCastingRecipeBuilder,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,RetexturedCastingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Basin,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting,Table,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,ContainerFillingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,Basin,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,Table,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.container,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,CompositeCastingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Basin,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Table,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,IFactory,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Finished,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,MaterialCastingLookup,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,MaterialCastingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Basin,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Table,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,IFactory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,MaterialFluidRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.casting.material,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,EntityMeltingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,Finished,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.entitymelting,EntityMeltingRecipeCache,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,FluidValues,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,FluidValues,Broken Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,ITinkerableContainer,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Mutable,Rebellious Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Range,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Chance,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Success,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,Failure,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,SingleItemContainer,Unnecessary Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,TagPredicate,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,TinkerRecipeTypes,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe,TinkerRecipeTypes,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,MeltingFuel,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.fuel,MeltingFuelLookup,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,MaterialIngredient,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,MaterialIngredient,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,MaterialIngredient,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,FabricMaterialIngredient,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,Serializer,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.ingredient,Serializer,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialRecipe,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialRecipeSerializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialValue,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.material,MaterialValue,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,DamageableMeltingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,IMeltingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,MaterialMeltingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,MeltingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,AbstractSerializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,OreMeltingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.melting,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,AbstractModifierRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,AbstractModifierRecipeBuilder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,AbstractModifierRecipeBuilder,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,ModifierFinishedRecipe,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,SalvageFinishedRecipe,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,DisplayModifierRecipe,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IDisplayModifierRecipe,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IDisplayModifierRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IModifierRecipe,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IncrementalModifierRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,IncrementalModifierRecipeBuilder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,FinishedAdding,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,ModifierRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,ModifierRecipeBuilder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,FinishedAdding,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,MultilevelModifierRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,MultilevelModifierRecipeBuilder,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,FinishedAdding,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,FinishedSalvage,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,OverslimeModifierRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Finished,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,SwappableModifierRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.adding,Finished,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,ModifierMatch,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,ModifierMatch,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,ModifierMatch,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,EntryMatch,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,TagMatch,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,ListMatch,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,ModifierRecipeLookup,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,ModifierRecipeLookup,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,ModifierRequirements,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,ModifierSalvage,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.severing,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.severing,SeveringRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.severing,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.modifiers.severing,Finished,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.molding,MoldingRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.molding,Table,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.molding,Basin,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.molding,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.molding,Finished,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,IPartBuilderRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,ItemPartRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,Serializer,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,ItemPartRecipeBuilder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,Finished,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,PartRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,Pattern,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,Pattern,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.partbuilder,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation.building,Result,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation.building,ToolBuildingRecipeSerializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation,IMutableTinkerStationContainer,Unnecessary Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation,IMutableTinkerStationContainer,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation,ITinkerStationRecipe,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation,ValidatedResult,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation,Success,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation,Failure,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation.repairing,ModifierMaterialRepairKitRecipe,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation.repairing,ModifierMaterialRepairKitRecipe,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.recipe.tinkerstation.repairing,ModifierMaterialRepairRecipe,Unutilized Abstraction
