Project Name,Package Name,Type Name,Method Name,Code Smell
TinkersConstructRefactor,slimeknights.tconstruct.common,SoundUtils,playSoundForPlayer,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,TinkerEffect,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,TinkerModule,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,metalBuilder,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,glassBuilder,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,glassBuilder,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,woodBuilder,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,woodBuilder,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,buildGeneralTab,Long Method
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,buildWorldTab,Complex Method
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,buildWorldTab,Long Method
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,buildSmelteryTab,Long Method
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,init,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,init,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,init,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,init,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,init,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,init,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,init,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Identifier
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,OreRate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,OreRate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,OreRate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,OreRate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Identifier
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,OreRate,OreRate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,OreRate,OreRate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.config,OreRate,OreRate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,OreRate,OreRate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.config,ConfigurableAction,ConfigurableAction,Long Parameter List
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Method
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,Long Parameter List
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,Long Parameter List
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,Long Parameter List
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,Long Parameter List
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,BaseRecipeProvider,BaseRecipeProvider,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data,TinkerRegistrySets,createLookup,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,AdvancementLootTableProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,getKnownBlocks,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addTools,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addTools,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addTools,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addWorld,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addFoundry,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,onlyShears,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,dropSapling,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,randomDropSlimeBallOrSapling,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,randomDropSlimeBallOrSapling,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,randomDropSlimeBallOrSapling,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,randomDropSlimeBallOrSapling,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,randomDropSlimeBallOrSapling,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,randomDropSlimeBallOrSapling,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,droppingWithFunctions,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,registerGeode,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,registerGeode,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,registerGeode,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,getKnownEntityTypes,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,generate,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,generate,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,dropSlimeballs,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,dropSlimeballs,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,start,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,start,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,start,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,start,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,start,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,addLustrous,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,addLustrous,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,addLustrous,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,addLustrous,Magic Number
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,TConstructLootTableProvider,TConstructLootTableProvider,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BiomeTagProvider,addTags,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BiomeTagProvider,addTags,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockEntityTypeTagProvider,addTags,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addCommon,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addCommon,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addCommon,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addCommon,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addCommon,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addCommon,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addTools,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addTools,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addTools,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addTools,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,Long Statement
