Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
TinkersConstructRefactor,slimeknights.tconstruct.common,ClientEventBase,registerBlockItemColorAlias,5,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,ClientEventBase,registerBlockItemColorAlias,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,ClientEventBase,registerBlockItemColorAlias,5,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common,SoundUtils,playSoundForAll,3,1,4
TinkersConstructRefactor,slimeknights.tconstruct.common,SoundUtils,playSoundForPlayer,5,2,4
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,TinkerEffect,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,TinkerEffect,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,getRenderer,11,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,isVisibleInInventory,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,isVisibleInGui,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,apply,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,apply,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,apply,5,1,4
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerEffect,getLevel,7,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,TinkerModule,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,initRegisters,18,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,builder,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,builder,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,metalBuilder,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,glassBuilder,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,woodBuilder,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerModule,resource,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,createKey,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,buildGeneralTab,111,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,buildGadgetTab,12,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,buildWorldTab,127,12,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,buildSmelteryTab,9,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,addBasicItems,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,addSearedItems,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,addScorchedItems,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,addTanks,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,addControllers,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,addMiscellaneousItems,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,addCasts,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,acceptAll,5,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,fillItemCategory,5,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTabs,init,15,2,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,10,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,forgeTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,forgeTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,forgeTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,forgeTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TinkerTags,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Blocks,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,Blocks,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Blocks,forgeTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Items,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,Items,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Items,forgeTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Fluids,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,Fluids,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Fluids,forgeTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,EntityTypes,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,EntityTypes,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,EntityTypes,forgeTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,TileEntityTypes,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,TileEntityTypes,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Biomes,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,Biomes,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Modifiers,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,Modifiers,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common,Materials,init,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common,Materials,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Common,67,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,Client,30,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,init,4,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,OreRate,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Config,applyOreBoost,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Common,Common,67,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.config,Client,Client,30,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.config,OreRate,OreRate,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.config,OreRate,applyOreBoost,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.config,ConfigurableAction,ConfigurableAction,4,1,5
TinkersConstructRefactor,slimeknights.tconstruct.common.config,ConfigurableAction,run,5,2,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,AdvancementsProvider,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,generate,239,3,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,getTankWith,5,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,hasTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,hasItem,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,run,26,3,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,resource,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,3,1,5
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,7,1,5
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,3,1,5
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,makeTranslationKey,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,builder,5,1,5
TinkersConstructRefactor,slimeknights.tconstruct.common.data,AdvancementsProvider,hiddenBuilder,5,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.data,BaseRecipeProvider,BaseRecipeProvider,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,BaseRecipeProvider,buildRecipes,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,BaseRecipeProvider,getName,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data,BaseRecipeProvider,getModId,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data,CountRequirementsStrategy,CountRequirementsStrategy,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,CountRequirementsStrategy,createRequirements,13,3,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data,TinkerRegistrySets,TinkerRegistrySets,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data,TinkerRegistrySets,createLookup,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,AdvancementLootTableProvider,generate,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,BlockLootTableProvider,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,getKnownBlocks,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,generate,9,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addCommon,22,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addDecorative,13,2,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addTools,11,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addWorld,39,4,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addGadgets,5,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addSmeltery,26,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,addFoundry,23,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,onlyShears,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,droppingSilkOrShears,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,dropSapling,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,randomDropSlimeBallOrSapling,3,1,4
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,droppingWithFunctions,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,registerBuildingLootTables,5,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,registerWallBuildingLootTables,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,registerFenceBuildingLootTables,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,registerWoodLootTables,13,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,dropTable,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,BlockLootTableProvider,registerGeode,8,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,EntityLootTableProvider,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,getKnownEntityTypes,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,generate,5,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,EntityLootTableProvider,dropSlimeballs,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,GlobalLootModifiersProvider,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,start,16,3,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,addLustrous,10,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,GlobalLootModifiersProvider,mainHand,5,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,TConstructLootTableProvider,TConstructLootTableProvider,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,TConstructLootTableProvider,validate,4,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.loot,TConstructLootTableProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BiomeTagProvider,BiomeTagProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BiomeTagProvider,addTags,7,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BiomeTagProvider,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BiomeTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockEntityTypeTagProvider,BlockEntityTypeTagProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockEntityTypeTagProvider,addTags,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockEntityTypeTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,BlockTagProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addTags,8,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addCommon,39,3,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addTools,10,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWorld,69,5,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addSmeltery,27,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addFluids,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addHarvest,61,4,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagBlocks,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagBlocks,10,3,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagBlocks,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagBlocks,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagBlocks,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagBlocks,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagBlocks,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagLogs,6,2,3
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tagPlanks,5,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addMetalTags,7,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addGlass,7,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,addWoodTags,20,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,BlockTagProvider,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,EnchantmentTagProvider,EnchantmentTagProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,EnchantmentTagProvider,addTags,21,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,EnchantmentTagProvider,modifierTag,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,EnchantmentTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,EntityTypeTagProvider,EntityTypeTagProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,EntityTypeTagProvider,addTags,15,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,EntityTypeTagProvider,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,EntityTypeTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,FluidTagProvider,FluidTagProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,FluidTagProvider,addTags,77,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,FluidTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,FluidTagProvider,tagLocal,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,FluidTagProvider,tagAll,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,ItemTagProvider,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,addTags,6,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,addCommon,54,3,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,addWorld,35,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,addTools,69,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,addSmeltery,61,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,addMetalTags,7,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,addToolTags,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,getArmorTag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,addArmorTags,9,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ItemTagProvider,tag,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,MaterialTagProvider,MaterialTagProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,MaterialTagProvider,addTags,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,MaterialTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ModifierTagProvider,ModifierTagProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ModifierTagProvider,addTags,7,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.data.tags,ModifierTagProvider,getName,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.json,BlockOrEntityCondition,getType,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.json,BlockOrEntityCondition,test,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.json,BlockOrEntityCondition,serialize,2,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.json,BlockOrEntityCondition,deserialize,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConditionSerializer,serialize,2,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConditionSerializer,deserialize,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,getConditionId,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,writeParameters,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,test,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,test,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,test,5,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,getType,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,serialize,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,deserialize,8,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,add,5,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,add,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigEnabledCondition,toString,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigSerializer,serialize,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.json,ConfigSerializer,deserialize,8,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.json,TinkerConditons,configEnabled,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.json,TinkerConditons,isConfigEnabledPredicate,8,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.json,TinkerConditons,tagDifferencePresentPredicate,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.json,TinkerConditons,tagIntersectionPresentPredicate,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IMasterLogic,self,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IMasterLogic,getMasterBlock,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IMasterLogic,getMasterPos,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IMasterLogic,notifyChange,0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IServantLogic,getMasterPos,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IServantLogic,notifyMasterOfChange,0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IServantLogic,isValidMaster,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IServantLogic,setPotentialMaster,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,IServantLogic,removeMaster,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,ServantTileEntity,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,hasMaster,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,setMaster,5,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,validateMaster,11,3,0
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,isValidMaster,6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,notifyMasterOfChange,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,setPotentialMaster,10,3,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,removeMaster,5,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,readMaster,14,4,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,load,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,writeMaster,7,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.multiblock,ServantTileEntity,saveAdditional,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,InventorySlotSyncPacket,InventorySlotSyncPacket,5,1,3
TinkersConstructRefactor,slimeknights.tconstruct.common.network,InventorySlotSyncPacket,InventorySlotSyncPacket,5,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,InventorySlotSyncPacket,encode,5,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,InventorySlotSyncPacket,handleThreadsafe,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,InventorySlotSyncPacket,handle,10,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,HandleClient,handle,10,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,SyncPersistentDataPacket,SyncPersistentDataPacket,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,SyncPersistentDataPacket,encode,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,SyncPersistentDataPacket,handleThreadsafe,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,SyncPersistentDataPacket,handle,6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,HandleClient,handle,6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,TinkerNetwork,TinkerNetwork,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.network,TinkerNetwork,getInstance,6,2,0
TinkersConstructRefactor,slimeknights.tconstruct.common.network,TinkerNetwork,setup,35,3,0
TinkersConstructRefactor,slimeknights.tconstruct.common.network,TinkerNetwork,sendVanillaPacket,5,2,2
TinkersConstructRefactor,slimeknights.tconstruct.common.network,TinkerNetwork,sendToClientsAround,5,2,3
TinkersConstructRefactor,slimeknights.tconstruct.common.network,TinkerNetwork,sendToTrackingAndSelf,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.network,TinkerNetwork,sendToTracking,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.common.network,TinkerNetwork,sendToPlayerList,10,3,3
TinkersConstructRefactor,slimeknights.tconstruct.common.network,UpdateNeighborsPacket,UpdateNeighborsPacket,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,UpdateNeighborsPacket,encode,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,UpdateNeighborsPacket,handleThreadsafe,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,UpdateNeighborsPacket,handle,7,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.network,HandleClient,handle,7,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.recipe,RecipeCacheInvalidator,addReloadListener,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.recipe,RecipeCacheInvalidator,addDuelSidedListener,5,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.recipe,RecipeCacheInvalidator,reload,5,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.recipe,RecipeCacheInvalidator,onReloadSafe,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.common.recipe,RecipeCacheInvalidator,onReloadListenerReload,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.recipe,RecipeCacheInvalidator,getFabricId,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.common.recipe,RecipeCacheInvalidator,accept,8,2,1
TinkersConstructRefactor,slimeknights.tconstruct.common.recipe,RecipeCacheInvalidator,clearCache,4,1,0
