Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
TinkersConstructRefactor,slimeknights.tconstruct.library.data.recipe,SpecialRecipeBuilder,getType,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.recipe,SpecialRecipeBuilder,getId,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.recipe,SpecialRecipeBuilder,serializeAdvancement,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.recipe,SpecialRecipeBuilder,getAdvancementId,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractEnchantmentToModifierProvider,AbstractEnchantmentToModifierProvider,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractEnchantmentToModifierProvider,addEnchantmentMappings,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractEnchantmentToModifierProvider,run,7,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractEnchantmentToModifierProvider,add,7,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractEnchantmentToModifierProvider,add,7,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractEnchantmentToModifierProvider,add,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractFluidContainerTransferProvider,AbstractFluidContainerTransferProvider,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractMaterialTagProvider,AbstractMaterialTagProvider,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,AbstractModifierProvider,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,addModifiers,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,addModifier,9,3,4
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,addModifier,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,addModifier,3,1,4
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,addModifier,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,buildModifier,8,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,buildModifier,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,buildModifier,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,buildModifier,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,addRedirect,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,conditionalRedirect,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,redirect,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,run,7,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,serializeModifier,20,5,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,Result,6,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierProvider,Composable,6,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractModifierTagProvider,AbstractModifierTagProvider,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,AbstractSpillingFluidProvider,4,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addFluids,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,run,6,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addFluid,8,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addFluid,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addFluid,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addFluid,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addFluid,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addFluid,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addFluid,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,burningFluid,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,burningFluid,7,2,5
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addEffect,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,addEffect,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractSpillingFluidProvider,build,7,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,Builder,addEffect,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,Builder,addEffect,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,Builder,build,7,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractStationSlotLayoutProvider,AbstractStationSlotLayoutProvider,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractStationSlotLayoutProvider,addLayouts,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractStationSlotLayoutProvider,define,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractStationSlotLayoutProvider,define,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractStationSlotLayoutProvider,defineModifiable,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractStationSlotLayoutProvider,defineModifiable,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractStationSlotLayoutProvider,run,6,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,AbstractToolDefinitionDataProvider,4,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,addToolDefinitions,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,define,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,define,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,define,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,defineArmor,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,run,22,5,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,ArmorDataBuilder,13,3,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,getBuilder,7,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,part,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,part,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,stat,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,stat,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,statAll,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,statAll,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,statEach,9,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,statEach,9,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,durabilityFactor,6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,multiplier,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,multiplier,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,startingSlots,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,startingSlots,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,startingSlots,9,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,trait,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,trait,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,trait,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,trait,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,trait,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,trait,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,trait,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,AbstractToolDefinitionDataProvider,trait,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,ArmorDataBuilder,13,3,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,getBuilder,7,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,part,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,part,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,stat,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,stat,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,statAll,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,statAll,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,statEach,9,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,statEach,9,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,durabilityFactor,6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,multiplier,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,multiplier,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,startingSlots,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,startingSlots,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,startingSlots,9,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,trait,6,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,trait,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,trait,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,trait,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,trait,4,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,trait,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,trait,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.data.tinkering,ArmorDataBuilder,trait,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.events,MaterialsLoadedEvent,onLoad,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,TinkerToolEvent,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,ToolHarvestEvent,9,1,6
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,ToolHarvestEvent,9,1,6
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,getItem,7,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,getItem,7,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,getPlayer,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,fire,4,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,onHarvest,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,ToolShearEvent,7,1,6
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,fire,4,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,TinkerToolEvent,onToolShear,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvestEvent,ToolHarvestEvent,9,1,6
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvestEvent,ToolHarvestEvent,9,1,6
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvestEvent,getItem,7,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvestEvent,getItem,7,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvestEvent,getPlayer,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvestEvent,fire,4,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvestEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvestEvent,onHarvest,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolHarvest,onHarvest,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolShearEvent,ToolShearEvent,7,1,6
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolShearEvent,fire,4,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolShearEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolShearEvent,onToolShear,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolShear,onToolShear,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolEquipmentChangeEvent,ToolEquipmentChangeEvent,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolEquipmentChangeEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolEquipmentChangeEvent,onToolEquip,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events,ToolEquip,onToolEquip,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,EnderdodgingTeleportEvent,EnderdodgingTeleportEvent,3,1,4
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,EnderdodgingTeleportEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,EnderdodgingTeleportEvent,onTeleport,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,Teleport,onTeleport,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,EnderportingTeleportEvent,EnderportingTeleportEvent,3,1,4
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,EnderportingTeleportEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,EnderSlimeTeleportEvent,EnderSlimeTeleportEvent,4,1,5
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,EnderSlimeTeleportEvent,isTeleportingSelf,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,EnderSlimeTeleportEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,SlimeslingTeleportEvent,7,1,5
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getTargetX,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,setTargetX,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getTargetY,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,setTargetY,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getTargetZ,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,setTargetZ,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getTarget,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getPrevX,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getPrevY,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getPrevZ,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getPrev,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,getEntity,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,setCanceled,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,isCanceled,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingTeleportEvent,onSlimeslingTeleport,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SlimeslingCallback,onSlimeslingTeleport,0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SpillingTeleportEvent,SpillingTeleportEvent,3,1,4
TinkersConstructRefactor,slimeknights.tconstruct.library.events.teleport,SpillingTeleportEvent,sendEvent,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIException,TinkerAPIException,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIException,TinkerAPIException,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIException,TinkerAPIException,3,1,4
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIException,getMessage,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIMaterialException,materialStatsTypeRegisteredTwice,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIMaterialException,materialStatTypeFallbackRegisteredTwice,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIMaterialException,materialNotRegistered,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIMaterialException,corruptedMaterialStats,3,1,4
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIMaterialException,statBuilderWithInvalidMaterialCount,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIMaterialException,TinkerAPIMaterialException,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerAPIMaterialException,TinkerAPIMaterialException,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerJSONException,materialJsonWithoutCraftingInformation,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerJSONException,materialStatsJsonWithoutMaterial,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerJSONException,materialTraitsJsonWithoutMaterial,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerJSONException,materialStatsJsonWithoutId,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerJSONException,TinkerJSONException,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.exception,TinkerJSONException,TinkerJSONException,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FillOnlyFluidHandler,FillOnlyFluidHandler,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FillOnlyFluidHandler,getSlotCount,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FillOnlyFluidHandler,getSlot,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FillOnlyFluidHandler,insert,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FillOnlyFluidHandler,extract,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FillOnlyFluidHandler,iterator,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTankAnimated,FluidTankAnimated,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTankBase,FluidTankBase,4,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTankBase,onContentsChanged,10,3,0
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,init,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,FluidTooltipHandler,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,getFluidTooltip,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,getFluidTooltip,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,appendMaterial,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,appendMaterial,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,appendMaterialNoShift,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,appendShift,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,appendIngots,4,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,appendNamedList,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,appendBuckets,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,FluidUnit,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTooltipHandler,FluidUnitList,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidUnit,FluidUnit,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidUnitList,FluidUnitList,3,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTransferUtil,tryTransfer,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTransferUtil,interactWithBucket,3,1,6
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTransferUtil,interactWithFluidItem,3,1,5
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,FluidTransferUtil,interactWithTank,3,1,5
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid,IFluidTankUpdater,onTankContentsChanged,0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid.transfer,EmptyFluidContainerTransfer,EmptyFluidContainerTransfer,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid.transfer,EmptyFluidWithNBTTransfer,EmptyFluidWithNBTTransfer,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid.transfer,FillFluidContainerTransfer,FillFluidContainerTransfer,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.fluid.transfer,FillFluidWithNBTTransfer,FillFluidWithNBTTransfer,3,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,AddToolDataFunction,5,1,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,builder,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,getType,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,run,21,5,2
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,serialize,13,4,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,deserialize,11,3,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,Builder,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,getThis,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,setDamage,6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,addMaterial,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,addMaterial,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.json,AddToolDataFunction,build,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Serializer,serialize,13,4,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Serializer,deserialize,11,3,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Builder,Builder,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Builder,getThis,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Builder,setDamage,6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Builder,addMaterial,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Builder,addMaterial,3,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Builder,build,3,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,ConditionSerializer,deserialize,9,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,ConditionSerializer,serialize,8,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Deserializer,deserialize,9,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,Serializer,serialize,8,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.json,FluidIngredientSerializer,FluidIngredientSerializer,2,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,JsonCondition,JsonCondition,5,2,1
TinkersConstructRefactor,slimeknights.tconstruct.library.json,JsonCondition,JsonCondition,4,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.json,JsonCondition,JsonCondition,4,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,JsonRedirect,toJson,9,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.json,JsonRedirect,fromJson,8,2,1
